    1    -0.068193     0.008289     5.347618     0.000000 
    2    -0.068086     0.007936     5.498030     0.000000 
    3    -0.064650    -0.013255     3.053046     0.000000 
    4    -0.067227     0.008322     5.371874     0.000000 
    5    -0.021246     0.020018     1.842223     0.000000 
    6     0.003124    -0.060248     4.661998     0.000000 
    7    -0.068297     0.030330     5.070602     0.000000 
    8    -0.071127     0.031795     3.904605     0.000000 
    9    -0.071340     0.029957     5.130542     0.000000 
   10    -0.070701     0.031684     3.841383     0.000000 
   11    -0.071009     0.031816     3.896212     0.000000 
   12    -0.071074     0.031592     3.771160     0.000000 
   13    -0.071003     0.031809     3.905928     0.000000 
   14    -0.070714     0.031677     3.831925     0.000000 
   15    -0.070730     0.031740     3.798812     0.000000 
   16    -0.009659    -0.040488     2.297513     0.000000 
   17    -0.039976     0.004989     5.112196     0.000000 
   18    -0.068091     0.008169     5.410823     0.000000 
   19    -0.070886     0.031632     3.794356     0.000000 
   20    -0.058929     0.032533     5.018198     0.000000 
   21    -0.066997     0.008083     5.447177     0.000000 
   22    -0.068110     0.027835     5.696658     0.000000 
   23    -0.064776     0.026093     4.365286     0.000000 
   24    -0.064930     0.026002     4.403386     0.000000 
   25     0.045844     0.053196     4.208597     0.000000 
   26    -0.064373     0.022959     5.056807     0.000000 
   27    -0.064839     0.025868     4.376331     0.000000 
   28    -0.037859     0.010725     4.003810     0.000000 
   29    -0.072442     0.030864     5.246891     0.000000 
   30    -0.067953     0.008111     5.486321     0.000000 
   31    -0.068127     0.007977     5.406810     0.000000 
   32    -0.072571     0.030932     5.235714     0.000000 
   33    -0.070757     0.033004     4.550697     0.000000 
   34    -0.070915     0.031682     3.829033     0.000000 
   35    -0.067426     0.026990     5.526803     0.000000 
   36    -0.067097     0.031655     5.639044     0.000000 
   37    -0.070003     0.030792     5.409326     0.000000 
   38    -0.071159     0.031595     3.811399     0.000000 
   39    -0.070321     0.026605     5.477407     0.000000 
   40    -0.072542     0.030420     5.407341     0.000000 
   41    -0.065810     0.026699     4.970656     0.000000 
   42    -0.061940     0.035502     5.196660     0.000000 
   43    -0.061998     0.035635     5.256444     0.000000 
   44    -0.079965     0.032106     4.392713     0.000000 
   45    -0.065446     0.031556     5.176093     0.000000 
   46    -0.071027     0.031645     3.822427     0.000000 
   47    -0.070983     0.031719     3.857176     0.000000 
   48    -0.071529     0.031717     3.892803     0.000000 
   49    -0.071401     0.031695     3.853069     0.000000 
   50    -0.068057     0.030665     5.078427     0.000000 
   51    -0.070910     0.031649     3.824644     0.000000 
   52    -0.078186     0.045394     2.268987     0.000000 
   53    -0.063704     0.031574     5.073138     0.000000 
   54    -0.066299     0.026254     4.879877     0.000000 
   55    -0.072153     0.032242     4.997725     0.000000 
   56    -0.071054     0.031675     3.870911     0.000000 
   57    -0.067691     0.027387     5.276424     0.000000 
   58    -0.072428     0.030898     5.186396     0.000000 
   59    -0.064594     0.025962     4.386775     0.000000 
   60    -0.060241     0.032300     5.565620     0.000000 
   61    -0.063275     0.033147     6.026116     0.000000 
   62    -0.070841     0.032772     4.810138     0.000000 
   63    -0.065612     0.032468     5.441578     0.000000 
   64    -0.078903     0.042535     6.155491     0.000000 
   65    -0.082165     0.034923     6.145687     0.000000 
   66    -0.072306     0.030531     5.191531     0.000000 
   67    -0.071471     0.031530     3.782725     0.000000 
   68    -0.068672     0.031338     5.150808     0.000000 
   69    -0.065591     0.030859     5.181572     0.000000 
   70    -0.064664     0.020444     5.003096     0.000000 
   71    -0.066837    -0.012831     4.362888     0.000000 
   72    -0.071308     0.031655     3.836753     0.000000 
   73    -0.066156     0.026156     5.066505     0.000000 
   74    -0.065799     0.031672     5.100011     0.000000 
   75    -0.064703     0.020379     4.977431     0.000000 
   76    -0.064650     0.020450     4.978820     0.000000 
   77    -0.063990     0.031744     5.088800     0.000000 
   78    -0.081132     0.033402     5.813640     0.000000 
