6372.00 2.69 1.63
6371.00 3.27 1.69
6370.45 3.72 1.89
6369.90 4.26 2.15
6369.40 4.85 2.77
6368.80 5.77 3.35
6366.80 6.79 3.80
6365.67 7.00 3.90
6364.53 7.00 3.98
6363.40 7.01 4.06
6361.53 7.40 4.06
6357.80 7.40 4.07
6336.00 7.40 4.07
